"{Oferta Inicial}
leé la publicación","{""response"":""Envio Fotos""}"
"Buenos días. ¿Sigue disponible?
Permutas por 13 mini","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Hola buenas es mucha diferencia","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Tenes fotos?","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
Hola qué tal
Si de donde sos
?","{""response"":""Noti""}"
"{Oferta Inicial}
Hola, cómo andas? mano a mano lo pensaría","{""response"":""Envio Fotos""}"
"Hola. ¿Está disponible? ","{""response"":""Disp""}"
"Hola. ¿Está disponible? 
SI
Hola permutas?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Sale más caro mi combo que tu iphone!.
Hola","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Sale más caro mi combo que tu iphone!.
Hola
{Fotos enviadas}","{""response"":""Noti""}"
"{Oferta Inicial}
No gracias, el 11 vale 350 use como el mío
Tienes caja y eso?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola ,si lo vende mi marido si te interesa te dejo su numero
1166817060","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola ,si lo vende mi marido si te interesa te dejo su numero
1166817060
{Fotos enviadas}
De la boca te deje el numero de mi marido
Jonathan se llama","{""response"":""Noti""}"
"Hola. ¿Sigue disponible?
Buenas
Hola buen día, si así es
Hace cuánto lo tenés?
Y tiene Algún detalle?
Y con que lo entregas?
Buenas tardes
Que tal","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Hola cómo estás?
Lo podría ver
Tenes foto o video","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola si
Hoy podes?
{Fotos enviadas}
De donde sos","{""response"":""Noti""}"
"{Oferta Inicial2}
Buenas 360mil","{""response"":""Noti""}"
"{Oferta Inicial}
te sirve
250 mil?","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
Buenas, lo tengo! Estoy pidiendo 300usd, está impecable el celular","{""response"":""Noti""}"
"{Oferta Inicial}
No. A vos
{Fotos enviadas}
No
Gracias","{""response"":""Noti""}"
"{Oferta Inicial2}
In talks. I'll let you know.","{""response"":""Noti""}"
"{Oferta Inicial}
Buenas
Decime condicion de bateria de tu equipo así te lo cotizo!!","{""response"":""Envio Fotos""}"
"Hola. ¿Sigue estando disponible?
Es blanco o dorado?
Hola buen día, es blanco
Tiene algún detalle? Es libre?
Es libre de fábrica, no tiene ningún detalle está impecable
Se restablece en el momento de la entrega?
Que pedís 750 mil pesos?
Si por supuesto se restablece en el momento
750mil si
Con que lo entregas, caja y que más?
Sos de san Isidro o Beccar?
?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Buenas! Como te va?? Te dejo la lista de precios! 

Lista de precios y stock actual https://docs.google.com/spreadsheets/d/1_Lq4R2o2bUhUWyrLtdSUIiNwlYoIfwkv_V4RE_hSoy0/edit?usp=sharing
Cualquier cosita me avisas","{""response"":""Envio Fotos""}"
"Buenas! Como te va?? Te dejo la lista de precios! 

Lista de precios y stock actual https://docs.google.com/spreadsheets/d/1_Lq4R2o2bUhUWyrLtdSUIiNwlYoIfwkv_V4RE_hSoy0/edit?usp=sharing
Cualquier cosita me avisas
{Fotos enviadas}
Si cuando lo revisamos esta todo bien te lo tomamos aproximadamente en 400usd
Ahora te paso la lista de stock que tengo disponible, y de ahí podes ver los precios, restando el valor de tu equipo podes saber cuanto seria la diferencia a abonar
Lista de precios y stock actual https://docs.google.com/spreadsheets/d/1_Lq4R2o2bUhUWyrLtdSUIiNwlYoIfwkv_V4RE_hSoy0/edit?usp=sharing","{""response"":""Noti""}"
"{Oferta Inicial}
Buenas
Decime condicion de bateria de tu equipo así te lo cotizo!!
{Fotos enviadas}
Si cuando lo revisamos esta todo bien te lo tomamos aproximadamente en 400usd
Ahora te paso la lista de stock que tengo disponible, y de ahí podes ver los precios, restando el valor de tu equipo podes saber cuanto seria la diferencia a abonar
Lista de precios y stock actual https://docs.google.com/spreadsheets/d/1_Lq4R2o2bUhUWyrLtdSUIiNwlYoIfwkv_V4RE_hSoy0/edit?usp=sharing","{""response"":""Noti""}"
"{Oferta Inicial}
100 tengoo","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola, cómo andas? mano a mano lo pensaría
{Fotos enviadas}
Estamos lejos, Avellaneda","{""response"":""Noti""}"
"{Oferta Inicial2}
In talks. I'll let you know.","{""response"":""Noti""}"
"{Oferta Inicial2}
In talks. I'll let you know.","{""response"":""Noti""}"
"{Oferta Inicial}
100 tengoo
{Fotos enviadas}
De machiwr","{""response"":""Noti""}"
"{Oferta Inicial}
hola buenas noches nesecito un iphone 15pro max puntualmente??? dejame pensarlo y te escribo gracias","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
400 us , desde ya muchas gracias","{""response"":""Noti""}"
"{Oferta Inicial2}
Buenas
Te agradezco
Hasta 300usd bajo","{""response"":""Noti""}"
"{Oferta Inicial}
230 tengo","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
Buenas
Mándame wp 1126776644
Lo vendo 420usd
Wp: 1126775644","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola rey
400usd acepto minimo","{""response"":""Noti""}"
"{Oferta Inicial}
Hola que tal es repuesto lo que vendo","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
450 mil","{""response"":""Noti""}"
"{Oferta Inicial2}
Estoy pidiendo 450 usd
Hasta a  550 si
550 mil si","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola si me sirve","{""response"":""Noti""}"
"{Oferta Inicial}
Hola tenes fotos?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Muy poco me lo estas tomando","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola, me interesaría pero no tengo los 200mil","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Muy poco me lo estas tomando
{Fotos enviadas}
De ballester","{""response"":""Noti""}"
"{Oferta Inicial2}
450 usd pido","{""response"":""Noti""}"
"{Oferta Inicial}
Buenas , tengo varios equipos si te interesa cambiar el tuyo","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola amigo todo bien?
Me podrias pasar fotos","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola tenes fotos?
{Fotos enviadas}
Yo soy de san Martín","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola buenas
450.000 puedo dejarte
Estaba pidiendo 490","{""response"":""Noti""}"
"{Oferta Inicial}
Buenas , tengo varios equipos si te interesa cambiar el tuyo
{Fotos enviadas}
Tenemos tienda en pilar!","{""response"":""Noti""}"
"{Oferta Inicial}
Sí, ¿te sigue interesando?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Sí, ¿te sigue interesando?
{Fotos enviadas}
caul es?","{""response"":""Noti""}"
"{Oferta Inicial}
A ver bro
Fotos","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Te tomo el tuyo por un 13 de 128 con 90% con una diferencia de 280mil a mi favor","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
Hola viejito no viejito no puedo","{""response"":""Noti""}"
"Hola. ¿Sigue estando disponible?","{""response"":""Disp""}"
"{Oferta Inicial}
Tenés fotos","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
hablame al wsp, asi mañana te hablo!
1136328498","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
hablame al wsp, asi mañana te hablo!
Enviaste
1136328498","{""response"":""Noti""}"
"{Oferta Inicial}
hablame al wsp, asi mañana te hablo!
1136328498
{Fotos enviadas}
se ve impecable
soy de quilmes yo
cualquier cosa te aviso","{""response"":""Noti""}"
"{Oferta Inicial2}
Si me sirve","{""response"":""Noti""}"
"Hola. ¿Sigue estando disponible?
SI
Buenas q tal
De donde sos?
Tiene alguna pieza cambiada?","{""response"":""Noti Ventas""}"
"Hola. ¿Sigue estando disponible?","{""response"":""Disp""}"
"{Oferta Inicial}
100 dolares y 100k te ofrezco","{""response"":""Envio Fotos""}"
"Hola. ¿Sigue estando disponible?
SI
Haces cambio de celu?
Tengo un Motorola edge 30 neo y 25mil de diferencia","{""response"":""Noti Ventas""}"
"Hola. ¿Sigue disponible?","{""response"":""Disp""}"
"Hola buen día, es blanco
Tiene algún detalle? Es libre?
Es libre de fábrica, no tiene ningún detalle está impecable
Se restablece en el momento de la entrega?
Que pedís 750 mil pesos?
Si por supuesto se restablece en el momento
750mil si
Con que lo entregas, caja y que más?
Sos de san Isidro o Beccar?
?
Hola buenas noches, te lo entrego con caja y cable
Estoy más por San Fernando pero puedo moverme, vos?
Yo soy de virreyes
El sábado estás libre?
Avísame","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Para fenómeno, que te comiste un yogurisimo de postre","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
A ver bro
Fotos
{Fotos enviadas}
Mdp","{""response"":""Noti""}"
"{Oferta Inicial}
100 dolares y 100k te ofrezco
{Fotos enviadas}
tengo oficina en lomas de zamora!
si te acercas lo hacemos!
te dejo mi num 1171407985","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola
1132757697 háblame al wasp","{""response"":""Noti""}"
"Hola. ¿Sigue disponible?","{""response"":""Disp""}"
"Hola. ¿Sigue estando disponible?
SI
Buenas q tal
De donde sos?
Tiene alguna pieza cambiada?
No nada, todo original
Estoy de san Isidro, vos?
De Munro
Estamos cerca
Tengo 500usd","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Hola De cuánta gb es?
Si me interesa
Pero no llego con esa plata
Puedo ofrecer 100 mil nomas
Si te interesa avísame","{""response"":""Envio Fotos""}"
"Hola De cuánta gb es?
Si me interesa
Pero no llego con esa plata
Puedo ofrecer 100 mil nomas
Si te interesa avísame
{Fotos enviadas}
Yo soy de lomas de Zamora
Pero como te dije
No llego a 200 mil
No llegó ni a 100 en este momento
Pero puedo pedir prestado lo q me hace falta
Y llegaría a 100 mil nomás
Es libre de includ?","{""response"":""Noti""}"
"{Oferta Inicial}
100 dolares y 100k te ofrezco
{Fotos enviadas}
tengo oficina en lomas de zamora!
si te acercas lo hacemos!
te dejo mi num 1171407985
avisame sino donde nos podemos encontrar!","{""response"":""Noti""}"
"Hola. ¿Sigue disponible?
SI
Hola buenas noches
De donde sos?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Te tomo el tuyo por un 13 de 128 con 90% con una diferencia de 280mil a mi favor
{Fotos enviadas}
Mañana te mando fotos del 13","{""response"":""Noti""}"
"Buenos días. ¿Sigue disponible?
Te hable ayer pero parece que borraste la publicación
Tenés un número así lo puedo ver mañana
Así coordinamos","{""response"":""Noti Ventas""}"
"{Oferta Inicial2}
Hola
1132757697 háblame al wasp","{""response"":""Noti""}"
"Se restablece en el momento de la entrega?
Que pedís 750 mil pesos?
Si por supuesto se restablece en el momento
750mil si
Con que lo entregas, caja y que más?
Sos de san Isidro o Beccar?
?
Hola buenas noches, te lo entrego con caja y cable
Estoy más por San Fernando pero puedo moverme, vos?
Yo soy de virreyes
El sábado estás libre?
Avísame
Sisi obvio, podemos juntarnos en el mc de San Fernando
Me dejas tu número así te mando msj
Y coordinamos un horario","{""response"":""Noti Ventas""}"
"Hola. ¿Sigue disponible?
SI
Que tal, cuánto pedís en pesos?","{""response"":""Noti Ventas""}"
"Hola me pasa tu whatsapp me interesa comprar iPhone","{""response"":""Noti Ventas""}"
"Buenas tardes. ¿Sigue disponible?","{""response"":""Disp""}"
"Buenas tardes. ¿Sigue disponible?
SI
Hola buenas
Bien!
En qué estado se encuentra ?","{""response"":""Noti Ventas""}"
"Buenos días. ¿Sigue disponible?
Te hable ayer pero parece que borraste la publicación
Tenés un número así lo puedo ver mañana
Así coordinamos
Hola buen dia, ‪+54 9 11 7610‑8397‬ este es mi número
Ah genial, dale si te hablo para mañana","{""response"":""Noti Ventas""}"
"{Oferta Inicial2}
700 si","{""response"":""Noti""}"
"Buenas tardes. ¿Sigue disponible?
SI
Hola buenas
Bien!
En qué estado se encuentra ?
Igual a nuevo como se ve en las fotos
Sin un detalle
Ah buenísimo
De que zona sos?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Fotos","{""response"":""Envio Fotos""}"
"Buenos días. ¿Sigue disponible?
Te hable ayer pero parece que borraste la publicación
Tenés un número así lo puedo ver mañana
Así coordinamos
Hola buen dia, ‪+54 9 11 7610‑8397‬ este es mi número
Ah genial, dale si te hablo para mañana","{""response"":""Noti Ventas""}"
"{Oferta Inicial2}
$700.000","{""response"":""Noti""}"
"Buenas tardes. ¿Sigue disponible?
SI
Hola buenas
Bien!
En qué estado se encuentra ?
Igual a nuevo como se ve en las fotos
Sin un detalle
Ah buenísimo
De que zona sos?
Estoy en San Fernando, vos?
Ah okey le interesa a mi tío
Es de Caba
El precio es final?","{""response"":""Noti Ventas""}"
"Buenos días. ¿Sigue disponible?
Te hable ayer pero parece que borraste la publicación
Tenés un número así lo puedo ver mañana
Así coordinamos
Hola buen dia, ‪+54 9 11 7610‑8397‬ este es mi número
Ah genial, dale si te hablo para mañana
810 pedís ahora?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Buenos días 
Me podrías enviar foto por favor","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
Si es para hoy si
450","{""response"":""Noti""}"
"{Oferta Inicial2}
Hola !
Pido 680 usd","{""response"":""Noti""}"
"{Oferta Inicial}
Hola,no pongo diferencia
Si fuese un iphone mas nuevo si","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
No
Solo mano a mano por un 11","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
No tengo esa pauta
Plata","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola,no pongo diferencia
Si fuese un iphone mas nuevo si
{Fotos enviadas}
Lujan.gracias nooooo pongo diferencia","{""response"":""Noti""}"
"{Oferta Inicial}
Buenas como va
Mira te agradezco, mi idea es dejarlo al precio publicado
O alguna oferta cercana","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola buena , no gracias necesito la olata
Plata *","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Paso amigo
Si vale menos el iPhone 11 en esa condición
Como mucho 260usd vale","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
No tengo esa pauta
Plata
{Fotos enviadas}
Cual es?
Soy de berazategui
El mio tiene ese detalle que a penas se ve
Anda todo bien
Lo cambio xq quiero ir subiendo","{""response"":""Noti""}"
"{Oferta Inicial}
Ya está vendido, pero tengo un iPhone 13 a la venta
Condición de batería al 100%, traído de afuera
Te tomo el tuyo en parte de pago
Tengo que saber qué tal está de batería y demás
Escribirme al 2664336443
No ese número no, es 2664336554","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Buenas como va
Mira te agradezco, mi idea es dejarlo al precio publicado
O alguna oferta cercana
{Fotos enviadas}
Yo de zona sur
Si está muy lindo pero mi idea era venderlo este
Lo cambié hace poco, por eso","{""response"":""Noti""}"
"{Oferta Inicial}
Leeeeee por favor","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Ya está vendido, pero tengo un iPhone 13 a la venta
Condición de batería al 100%, traído de afuera
Te tomo el tuyo en parte de pago
Tengo que saber qué tal está de batería y demás
Escribirme al 2664336443
No ese número no, es 2664336554
{Fotos enviadas}
Ya me habías escrito
Escribirme al 2664336554
Yo estoy en san Telmo","{""response"":""Noti""}"
"{Oferta Inicial}
Hola… no
Es mucha diferencia","{""response"":""Envio Fotos""}"
"Te interesa un moto edge 40 y un s21 ultra astillado?","{""response"":""Noti Ventas""}"
"{Oferta Inicial}
Hola buenas tardes
que condicion tiene de batería?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Lo tomaría pero sin poner diferencia","{""response"":""Envio Fotos""}"
"{Oferta Inicial2}
Hola!! En 320usd lo podemos hacer","{""response"":""Noti""}"
"{Oferta Inicial}
Hola… no
Es mucha diferencia
{Fotos enviadas}
Yo de La Pampa","{""response"":""Noti""}"
"{Oferta Inicial}
Hola! Cómo estás?
Te aviso que es un respuesto,el módulo solo,no viene entero el celular
Si estás de acuerdo con eso yo consulto y te aviso que onda","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
hola
tenes fotos?
es libre de todo? algún detalle de uso rayon o algo?","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
hola
tenes fotos?
es libre de todo? algún detalle de uso rayon o algo?
{Fotos enviadas}
de pacheco","{""response"":""Noti""}"
"{Oferta Inicial}
Que te fumaste el s21 fe esta igual o más caro que un iPhone 11 y para colmo pedis dife a tu favor descarado","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola Felipe
Sisi , está disponible","{""response"":""Envio Fotos""}"
"{Oferta Inicial}
Hola! Cómo estás?
Te aviso que es un respuesto,el módulo solo,no viene entero el celular
Si estás de acuerdo con eso yo consulto y te aviso que onda
{Fotos enviadas}
Ahí voy a consultar! Si les sirve a ellos te aviso y hacemos punto de encuentro o lo van a buscar","{""response"":""Noti""}"
